,m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
552,2050,Clif_Enemy_01b_005,5066,34,200,8,7120,40,400,30,400,30,120,130,150,66,0,m_ResistAilment_v_0,3,304,1500,315,2050,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82400da001a,194,0,0,0.0
553,2051,Clif_Enemy_01b_006,5067,45,200,11,33730,100,480,120,480,120,130,210,270,87,0,m_ResistAilment_v_0,47,470,2000,405,2051,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83a00da001a,194,0,0,0.0
554,2052,Clif_Enemy_02a_005,5068,35,200,10,10260,50,280,70,280,70,80,110,220,70,0,m_ResistAilment_v_0,47,468,1500,315,2052,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80200da001a,194,0,0,0.0
555,2053,Clif_Enemy_02a_006,5069,45,200,9,28380,100,550,70,510,70,280,310,210,87,0,m_ResistAilment_v_0,51,493,2000,405,2053,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84300da001a,194,0,0,0.0
556,2054,Clif_Enemy_02b_005,5070,37,200,6,12220,60,300,60,300,60,110,130,170,74,0,m_ResistAilment_v_0,55,518,1500,315,2054,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82500da001a,194,0,0,0.0
557,2055,Clif_Enemy_02b_006,5071,45,200,10,31790,90,460,40,460,90,150,200,210,87,0,m_ResistAilment_v_0,46,463,2000,405,2055,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81400da001a,194,0,0,0.0
558,2056,Clif_Enemy_03_005,5072,37,200,9,8850,50,350,40,350,40,100,120,160,74,0,m_ResistAilment_v_0,51,492,1500,315,2056,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82500da001a,194,0,0,0.0
559,2057,Clif_Enemy_03_006,5073,45,200,11,34060,100,490,140,490,110,160,220,270,87,0,m_ResistAilment_v_0,46,464,2000,405,2057,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83800da001a,194,0,0,0.0
560,2058,Clif_Enemy_04_005,5074,37,200,8,9030,50,290,30,290,30,150,160,160,74,0,m_ResistAilment_v_0,49,481,1500,315,2058,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82800da001a,194,0,0,0.0
561,2059,Clif_Enemy_04_006,5075,45,200,9,26480,90,510,60,510,60,270,290,190,87,0,m_ResistAilment_v_0,49,483,2000,405,2059,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84300da001a,194,0,0,0.0
562,2060,Clif_Enemy_05_005,5076,65,200,11,41110,100,760,80,760,80,260,320,300,138,0,m_ResistAilment_v_0,50,488,11250,585,2060,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
563,2061,Clif_Enemy_05_006,5077,70,200,11,90920,160,950,100,950,100,320,450,330,138,0,m_ResistAilment_v_0,53,513,11000,630,2061,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82500da001a,194,0,0,0.0
564,2062,Clif_Enemy_06a_005,5078,65,200,13,46440,90,640,120,640,120,120,210,370,138,0,m_ResistAilment_v_0,45,455,9000,585,2062,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82900da001a,194,0,0,0.0
565,2063,Clif_Enemy_06a_006,5079,70,200,12,101020,160,760,120,760,120,290,410,330,138,0,m_ResistAilment_v_0,52,504,11000,630,2063,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80b00da001a,194,0,0,0.0
566,2128,Clif_Enemy_06b_005,5080,65,200,13,45960,90,950,120,950,120,120,200,370,138,0,m_ResistAilment_v_0,45,456,9000,585,2128,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82900da001a,194,0,0,0.0
567,2129,Clif_Enemy_06b_006,5081,65,200,11,28000,140,450,62,750,55,257,257,342,138,0,m_ResistAilment_v_0,45,505,11000,630,2129,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81b00da001a,194,0,0,0.0
568,2130,Clif_Enemy_07_005,5082,65,200,14,49830,100,690,130,690,130,130,220,400,138,0,m_ResistAilment_v_0,45,457,9000,585,2130,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82900da001a,194,0,0,0.0
569,2131,Clif_Enemy_07_006,5083,65,200,11,30000,140,800,126,500,120,172,155,342,138,0,m_ResistAilment_v_0,52,506,11000,630,2131,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80c00da001a,194,0,0,0.0
570,2132,Clif_Enemy_08_005,5084,38,200,9,8880,60,380,40,380,40,130,150,180,74,0,m_ResistAilment_v_0,46,461,1500,315,2132,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82200da001a,194,0,0,0.0
571,2133,Clif_Enemy_08_006,5085,45,200,11,32440,100,470,100,470,150,110,210,260,87,0,m_ResistAilment_v_0,47,472,2000,405,2133,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83a00da001a,194,0,0,0.0
572,2064,River_Enemy_01_005,5086,40,200,8,10210,50,350,40,350,40,160,180,170,79,0,m_ResistAilment_v_0,48,477,2500,405,2064,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82b00da001a,194,0,0,0.0
573,2065,River_Enemy_01_006,5087,55,200,9,40740,110,860,70,860,80,240,310,240,125,0,m_ResistAilment_v_0,53,510,4000,495,2065,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84400da001a,194,0,0,0.0
574,2066,River_Enemy_02_005,5088,45,200,10,15740,60,370,90,370,90,90,130,250,87,0,m_ResistAilment_v_0,45,450,2500,405,2066,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80800da001a,194,0,0,0.0
575,2067,River_Enemy_02_006,5089,55,200,10,42800,120,840,80,840,70,230,330,260,125,0,m_ResistAilment_v_0,45,451,4000,495,2067,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81900da001a,194,0,0,0.0
576,2068,River_Enemy_03_005,5090,42,200,9,10960,60,410,40,410,40,120,160,190,83,0,m_ResistAilment_v_0,46,462,2500,405,2068,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
577,2069,River_Enemy_03_006,5091,55,200,10,43210,120,860,80,820,70,260,330,260,125,0,m_ResistAilment_v_0,53,511,4000,495,2069,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84400da001a,194,0,0,0.0
578,2070,River_Enemy_04_005,5092,42,200,8,11120,50,380,40,380,40,180,180,180,83,0,m_ResistAilment_v_0,50,486,2500,405,2070,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82e00da001a,194,0,0,0.0
579,2071,River_Enemy_04_006,5093,55,200,9,45270,110,690,80,690,80,300,370,240,125,0,m_ResistAilment_v_0,45,452,4000,495,2071,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82e00da001a,194,0,0,0.0
580,2072,River_Enemy_05_005,5094,60,200,10,27300,90,600,50,600,50,160,270,270,138,0,m_ResistAilment_v_0,52,501,11250,585,2072,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80f00da001a,194,0,0,0.0
581,2073,River_Enemy_05_006,5095,70,200,10,79250,160,1000,90,900,90,290,480,330,138,0,m_ResistAilment_v_0,52,507,11000,630,2073,m_EventDropRewards_v_0,92ca00000000ca3d8f5c29a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80f00da001a,194,0,0,0.0
582,2074,River_Enemy_06_005,5096,60,200,12,34450,90,750,70,750,70,160,220,280,138,0,m_ResistAilment_v_0,49,485,11250,585,2074,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82f00da001a,194,0,0,0.0
583,2075,River_Enemy_06_006,5097,70,200,10,84740,150,950,90,850,90,300,420,310,138,0,m_ResistAilment_v_0,52,508,11000,630,2075,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80c00da001a,194,0,0,0.0
584,2076,River_Enemy_07_005,5098,45,200,7,17580,70,390,70,390,70,130,150,200,87,0,m_ResistAilment_v_0,54,514,2500,405,2076,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82d00da001a,194,0,0,0.0
585,2077,River_Enemy_07_006,5099,55,200,9,40330,110,910,90,840,60,240,310,240,125,0,m_ResistAilment_v_0,51,496,4000,495,2077,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84500da001a,194,0,0,0.0
586,2080,Desert_Enemy_01_005,5100,47,250,12,17290,60,390,90,390,90,90,140,250,92,0,m_ResistAilment_v_0,48,478,2500,405,2080,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83000da001a,194,0,0,0.0
587,2081,Desert_Enemy_01_006,5101,55,250,10,41980,120,890,80,840,80,250,320,250,125,0,m_ResistAilment_v_0,45,453,4000,495,2081,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84600da001a,194,0,0,0.0
588,2082,Desert_Enemy_02_005,5102,50,250,13,22150,80,580,100,580,100,100,160,300,102,0,m_ResistAilment_v_0,46,465,2500,405,2082,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82100da001a,194,0,0,0.0
589,2083,Desert_Enemy_02_006,5103,55,250,9,39510,110,890,70,850,70,240,300,240,125,0,m_ResistAilment_v_0,48,479,4000,495,2083,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81300da001a,194,0,0,0.0
590,2084,Desert_Enemy_03_005,5104,50,250,10,16620,80,470,50,470,50,160,190,230,102,0,m_ResistAilment_v_0,52,499,2500,405,2084,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80f00da001a,194,0,0,0.0
591,2085,Desert_Enemy_03_006,5105,55,250,8,32800,110,850,60,850,70,210,340,240,125,0,m_ResistAilment_v_0,45,454,4000,495,2085,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84600da001a,194,0,0,0.0
592,2096,Mount_Enemy_01_005,5106,52,250,9,19330,70,530,50,530,50,190,230,220,113,0,m_ResistAilment_v_0,49,484,5000,495,2096,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83100da001a,194,0,0,0.0
593,2097,Mount_Enemy_01_006,5107,65,250,10,65140,150,900,80,850,80,270,440,300,138,0,m_ResistAilment_v_0,52,502,9000,585,2097,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84700da001a,194,0,0,0.0
594,2098,Mount_Enemy_02_005,5108,56,250,12,29260,70,520,90,520,90,100,170,320,125,0,m_ResistAilment_v_0,53,512,4000,495,2098,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83200da001a,194,0,0,0.0
595,2099,Mount_Enemy_02_006,5109,65,250,10,79000,140,880,80,880,80,370,460,290,138,0,m_ResistAilment_v_0,51,497,9000,585,2099,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83e00da001a,194,0,0,0.0
596,2100,Mount_Enemy_03a_005,5110,54,250,10,20310,80,610,50,610,50,160,210,240,113,0,m_ResistAilment_v_0,51,494,5000,495,2100,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83300da001a,194,0,0,0.0
597,2101,Mount_Enemy_03a_006,5111,65,250,14,92450,150,810,160,810,220,210,330,390,138,0,m_ResistAilment_v_0,54,516,9000,585,2101,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84800da001a,194,0,0,0.0
598,2102,Mount_Enemy_03b_005,5112,54,250,11,22780,80,660,60,660,60,150,190,250,113,0,m_ResistAilment_v_0,51,495,5000,495,2102,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83300da001a,194,0,0,0.0
599,2103,Mount_Enemy_03b_006,5113,65,250,10,70380,140,770,80,770,80,260,380,290,138,0,m_ResistAilment_v_0,48,480,9000,585,2103,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83b00da001a,194,0,0,0.0
600,2104,Mount_Enemy_03c_005,5114,54,250,9,19130,70,790,40,790,40,170,200,230,113,0,m_ResistAilment_v_0,54,515,5000,495,2104,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80500da001a,194,0,0,0.0
601,2105,Mount_Enemy_03c_006,5115,65,250,10,71830,140,900,80,900,80,320,390,290,138,0,m_ResistAilment_v_0,45,458,9000,585,2105,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80500da001a,194,0,0,0.0
602,2106,Mount_Enemy_04_005,5116,55,250,9,21950,70,550,50,550,50,200,240,240,125,0,m_ResistAilment_v_0,52,500,5000,495,2106,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
603,2107,Mount_Enemy_04_006,5117,65,250,14,98680,150,900,220,890,160,150,330,390,138,0,m_ResistAilment_v_0,52,503,9000,585,2107,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82c00da001a,194,0,0,0.0
604,2139,Forest_Enemy_05_006_01,101,35,200,1,1,1,1,1,1,1,1,0,0,1,0,m_ResistAilment_v_0,47,0,0,0,2139,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000200da001a,194,0,0,0.0
605,2140,Forest_Enemy_05_006_001,5017,17,200,4,3247,50,490,25,490,25,112,75,140,36,0,m_ResistAilment_v_0,4,467,0,0,2140,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003a00da001a,194,0,0,0.0
606,2141,Clif_Enemy_02a_005_001,5068,17,200,5,4670,70,380,53,380,48,136,149,230,36,0,m_ResistAilment_v_0,6,306,0,0,2141,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000200da001a,194,0,0,0.0
607,2142,Clif_Enemy_01b_006_001,5067,22,200,5,3422,70,400,53,400,48,134,136,214,44,0,m_ResistAilment_v_0,7,471,0,0,2142,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003a00da001a,194,0,0,0.0
608,2143,Clif_Enemy_08_006_001,5085,22,200,6,5904,90,400,65,400,60,156,170,259,44,0,m_ResistAilment_v_0,4,473,0,0,2143,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93003a00da001a,194,0,0,0.0
609,2144,River_Enemy_04_005_001,5092,21,200,6,5904,90,450,65,450,60,156,170,259,44,0,m_ResistAilment_v_0,3,330,0,0,2144,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002e00da001a,194,0,0,0.0
610,2145,Clif_Enemy_05_005_001,5076,32,200,6,4270,84,870,51,870,46,160,157,233,66,0,m_ResistAilment_v_0,3,314,0,0,2145,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000300da001a,194,0,0,0.0
611,2146,Snow_Enemy_07_005,5123,61,200,15,28000,80,800,80,800,70,180,230,370,138,0,m_ResistAilment_v_0,38,566,7300,520,2146,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80200da001a,194,0,0,0.0
612,2147,Snow_Enemy_07_006,5124,62,200,12,70000,110,1100,70,1100,60,160,210,400,144,18,m_ResistAilment_v_2,38,567,9000,550,2147,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83f00da001a,194,0,0,0.0
613,2148,Snow_Enemy_08_005,5125,61,200,13,30000,80,860,80,860,70,230,220,370,138,0,m_ResistAilment_v_0,38,568,7700,495,2148,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80400da001a,194,0,0,0.0
614,2149,Snow_Enemy_08_006,5126,62,200,15,82000,140,900,100,900,100,220,290,400,144,18,m_ResistAilment_v_2,142,569,8500,600,2149,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83800da001a,194,0,0,0.0
615,2150,Forest_Enemy_07_005,5127,62,200,12,34000,80,860,110,860,110,200,190,340,144,0,m_ResistAilment_v_0,38,580,7500,530,2150,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80500da001a,194,0,0,0.0
616,2151,Forest_Enemy_07_006,5128,63,200,14,70000,140,960,100,880,100,230,330,280,150,18,m_ResistAilment_v_0,197,581,8400,580,2151,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80500da001a,194,0,0,0.0
617,2152,Forest_Enemy_08a_007,5129,62,200,13,35000,90,900,70,860,70,180,300,290,144,0,m_ResistAilment_v_0,38,582,8000,560,2152,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84b00da001a,194,0,0,0.0
618,2153,Forest_Enemy_08a_008,5130,63,200,13,80000,130,900,80,800,80,190,200,270,150,18,m_ResistAilment_v_0,195,583,9000,620,2153,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84b00da001a,194,0,0,0.0
619,2156,Forest_Enemy_09_005,5133,62,200,13,33000,80,860,90,860,90,190,210,270,144,0,m_ResistAilment_v_0,38,584,7800,540,2154,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80800da001a,194,0,0,0.0
620,2157,Forest_Enemy_09_006,5134,63,200,14,75000,140,920,160,920,160,170,310,370,150,18,m_ResistAilment_v_0,196,585,8600,600,2155,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82c00da001a,194,0,0,0.0
621,2158,River_Enemy_08_005_2,5183,63,200,15,38000,126,870,90,869,80,210,240,380,150,0,m_ResistAilment_v_0,38,599,7500,570,2156,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81900da001a,194,0,0,0.0
622,2159,River_Enemy_08_006_2,5184,64,200,12,72000,128,980,100,970,90,200,280,412,158,18,m_ResistAilment_v_2,221,600,9200,600,2157,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80300da001a,194,0,0,0.0
623,2160,River_Enemy_09a_005,5185,63,200,13,39000,126,890,90,869,80,210,240,380,150,0,m_ResistAilment_v_0,38,601,7700,530,2158,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81900da001a,194,0,0,0.0
624,2161,River_Enemy_09a_006,5186,64,200,15,75000,128,1010,90,1000,80,220,240,412,158,18,m_ResistAilment_v_2,38,602,8700,650,2159,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81900da001a,194,0,0,0.0
625,2162,River_Enemy_09b_005,5187,63,200,15,37000,126,840,100,854,90,210,250,380,150,0,m_ResistAilment_v_0,38,603,7300,700,2160,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e82c00da001a,194,0,0,0.0
626,2163,River_Enemy_09b_006,5188,64,200,13,82000,128,990,90,990,80,220,280,412,158,18,m_ResistAilment_v_2,38,604,10000,200,2161,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83b00da001a,194,0,0,0.0
627,2164,River_Enemy_10_005,5189,63,200,13,36000,126,880,80,869,70,230,270,380,150,0,m_ResistAilment_v_0,38,605,8000,680,2162,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e80800da001a,194,0,0,0.0
628,2165,River_Enemy_10_006,5190,64,200,14,78000,128,980,100,980,90,200,280,412,158,18,m_ResistAilment_v_2,38,606,9000,620,2163,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81d00da001a,194,0,0,0.0
629,2166,Plain_Enemy_07_001,5191,10,200,4,2150,20,119,19,119,16,61,66,88,18,0,m_ResistAilment_v_0,17,607,375,225,2164,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83a00da001a,194,0,0,0.0
630,2167,Plain_Enemy_07_002,5192,12,200,5,2172,24,124,27,124,23,91,81,97,26,0,m_ResistAilment_v_0,17,608,372,242,2165,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e84100da001a,194,0,0,0.0
631,2168,Plain_Enemy_07_003,5193,14,200,5,2690,28,140,22,140,17,106,89,101,29,0,m_ResistAilment_v_0,18,609,395,267,2166,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e81500da001a,194,0,0,0.0
632,30375,Plain_Enemy_07_004,20761,35,200,9,11600,40,420,51,495,45,120,140,200,63,0,m_ResistAilment_v_0,18,50734,1200,315,20588,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83a00da001a,194,0,0,0.0
633,2169,Snow_Enemy_09a_005,5194,64,200,12,39000,126,854,105,840,100,218,270,382,158,0,m_ResistAilment_v_0,3,297,7700,730,2167,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83400da001a,194,0,0,0.0
634,2170,Snow_Enemy_09a_006,5195,65,200,15,86000,128,965,101,981,118,242,295,422,166,18,m_ResistAilment_v_0,19,379,9600,720,2168,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93d103e83600da001a,194,0,0,0.0
